Registration Number,Registration Via,Card Number,STID Number,Plat Number,Company,Date Active,Date Expired,Date Request,Date Submit,Date Approval
REQ22SUB01732,MANDIRI,0000001689212653,CA4001512,B9632JZ,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-18,2022-9-19,2022-9-19
REQ22SUB01733,MANDIRI,0000001686756109,CA4001517,E9277C,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-18,2022-9-19,2022-9-19
REQ22SUB01734,MANDIRI,0000001686578781,CA4001516,L8230UX,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-18,2022-9-19,2022-9-19
REQ22SUB01735,MANDIRI,0000001688308269,CA4001515,L8529BA,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-18,2022-9-19,2022-9-19
REQ22SUB01736,MANDIRI,0000001689824461,CA4001514,L8653UD,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-18,2022-9-19,2022-9-19
REQ22SUB01737,MANDIRI,0000001687327005,CA4001573,L9764UM,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-18,2022-9-19,2022-9-20
REQ22SUB01738,MANDIRI,0000001690357037,CA4001513,L8955UC,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-18,2022-9-19,2022-9-19
REQ22SUB01739,MANDIRI,0000001704845021,CA4001502,L9201UW,PT HINDRIA INDAH,2022-9-19,2024-9-19,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01740,MANDIRI,,CA4001503,W8269U,PT EMITRACO TRANSPORTASI MANDIRI,,,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01741,MANDIRI,0000001687585085,CA4001572,L8136UL,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01742,MANDIRI,0000001687301885,CA4001571,L8622UG,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01743,MANDIRI,0000001689649629,CA4001506,L9161UJ,PT TRANS INDO SAKTI,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01744,MANDIRI,0000001687434653,CA4001570,W8790U,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01745,APTRINDO,0000001704818157,CA4001508,L9127UN,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01746,APTRINDO,0000001706355837,CA4001510,L9059UO,PT. MAHARANI CAHAYA NUSANTARA,2022-9-23,2024-9-23,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01747,MANDIRI,0000001704712845,CA4001569,S9389ND,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01748,MANDIRI,0000001686988797,CA4001568,S8611UT,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01749,MANDIRI,0000001704765405,CA4001567,S8832UT,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01750,APTRINDO,0000001686996733,CA4001524,L9421UX,PT SURYA BUANA SENTOSA,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01751,APTRINDO,0000001687163469,CA4001531,L8197UV,PT SURYA BUANA SENTOSA,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01752,APTRINDO,0000001687223581,CA4001532,L9037US,PT SURYA BUANA SENTOSA,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01753,APTRINDO,0000001687796349,CA4001529,L8285UZ,PT SURYA BUANA SENTOSA,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01754,APTRINDO,0000001704771421,CA4001523,L9129UN,PT SURYA BUANA SENTOSA,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01756,APTRINDO,,CA4001535,L8241UY,PT. LANGKAH MAJU ABADI TRANSPORT,,,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01757,APTRINDO,,CA4001533,B9587VO,PT. LANGKAH MAJU ABADI TRANSPORT,,,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01758,APTRINDO,,CA4001527,K8077OE,PT. LANGKAH MAJU ABADI TRANSPORT,,,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01759,APTRINDO,,CA4001526,L8502BG,PT. LANGKAH MAJU ABADI TRANSPORT,,,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01760,MANDIRI,0000001687797949,CA4001566,L8665UC,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01761,MANDIRI,0000001705321357,CA4001537,L8643UX,PT. JAYA BARU MELANTI,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01762,APTRINDO,0000001706151725,CA4001538,L9174UI,PT DHITO TRANS SURABAYA,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01763,MANDIRI,0000001705382845,CA4001556,DA8509CV,PT. JAYA BARU MELANTI,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01764,MANDIRI,0000001688262157,CA4001553,DK8405BV,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01765,MANDIRI,0000001706040541,CA4001557,L9514UI,PT. JAYA BARU MELANTI,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01766,ORGANDA,,CA4001594,L9371UP,PT. ADIL SENTOSA ABADI,,,2022-9-19,2022-9-20,2022-9-20
REQ22SUB01767,MANDIRI,0000001688588637,CA4001554,B9629RI,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01768,MANDIRI,0000001705759757,CA4001574,L9442UT,PT. JAYA BARU MELANTI,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-20
REQ22SUB01769,ORGANDA,,CA4001593,L9657UP,PT. ADIL SENTOSA ABADI,,,2022-9-19,2022-9-20,2022-9-20
REQ22SUB01770,MANDIRI,0000001705999293,CA4001559,DA8513CV,PT. JAYA BARU MELANTI,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01771,ORGANDA,,,L9675UP,PT. ADIL SENTOSA ABADI,,,2022-9-19,2022-9-20,
REQ22SUB01772,MANDIRI,,CA4001771,DA8516CV,PT. JAYA BARU MELANTI,,,2022-9-19,2022-9-21,2022-9-23
REQ22SUB01773,ORGANDA,,CA4001595,L9769UP,PT. ADIL SENTOSA ABADI,,,2022-9-19,2022-9-20,2022-9-20
REQ22SUB01774,MANDIRI,0000001706161133,CA4001555,L8472UX,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01775,ORGANDA,,CA4001638,L9770UP,PT. ADIL SENTOSA ABADI,,,2022-9-19,2022-9-20,2022-9-21
REQ22SUB01776,MANDIRI,0000001705727789,CA4001558,DA8508CV,PT. JAYA BARU MELANTI,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01777,MANDIRI,0000001688801805,CA4001552,L8515UG,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01778,APTRINDO,0000001706041117,CA4001577,L9006UB,PT. LANCAR JAYA TRANSPORTASI,2022-9-23,2024-9-23,2022-9-19,2022-9-19,2022-9-20
REQ22SUB01779,MANDIRI,0000001705343789,CA4001560,L8001UE,PT. JAYA BARU MELANTI,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01780,MANDIRI,0000001705657053,CA4001576,L9474UI,PT. JAYA BARU MELANTI,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-20
REQ22SUB01781,MANDIRI,0000001688756477,CA4001551,L8712UG,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01782,MANDIRI,0000001689363869,CA4001550,L8852UJ,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01783,MANDIRI,0000001688089677,CA4001549,S9894UQ,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01784,MANDIRI,,CA4001871,L9284UC,HAMZAH GLOBAL TRANS,,,2022-9-19,2022-9-24,2022-9-25
REQ22SUB01785,MANDIRI,0000001706205805,CA4001547,L8453UQ,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01786,MANDIRI,0000001686445373,CA4001540,B9545JH,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01787,MANDIRI,0000001689417901,CA4001545,S9222UK,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01788,MANDIRI,0000001704819565,CA4001542,L9049UP,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01789,MANDIRI,0000001689817981,CA4001539,L9067UP,HAMZAH GLOBAL TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01790,MANDIRI,,,L8254UX,HAMZAH GLOBAL TRANS,,,2022-9-19,2022-9-20,
REQ22SUB01791,MANDIRI,0000001704110365,CA4001601,L9654UI,PT. MAJU MAPAN BERSAMA TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-20,2022-9-20
REQ22SUB01792,MANDIRI,0000001690029613,CA4001548,L9139UL,PT MULTI LINK INDONESIA,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01793,MANDIRI,,,L8192UN,HAMZAH GLOBAL TRANS,,,2022-9-19,2022-9-20,
REQ22SUB01794,MANDIRI,0000001690201085,CA4001546,L9839AF,PT MULTI LINK INDONESIA,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01795,MANDIRI,0000001689420509,CA4001544,L9826UQ,PT MULTI LINK INDONESIA,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01796,MANDIRI,0000001690225709,CA4001543,L9405UU,PT MULTI LINK INDONESIA,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01797,MANDIRI,0000001688413949,CA4001541,L9471UP,PT MULTI LINK INDONESIA,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01798,MANDIRI,0000001705762413,CA4001575,L9844UY,PT. MAJU MAPAN BERSAMA TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-20
REQ22SUB01799,MANDIRI,0000001688087357,CA4001565,W9137UQ,PT. MAJU MAPAN BERSAMA TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01800,MANDIRI,0000001688150621,CA4001564,L9134UL,PT. MAJU MAPAN BERSAMA TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01801,MANDIRI,,,L8857UD,PT SIDOLUHUR MAS GROUP,,,2022-9-19,2022-9-19,
REQ22SUB01802,MANDIRI,0000001706108381,CA4001600,L8276UU,PT. MAJU MAPAN BERSAMA TRANS,2022-9-21,2024-9-21,2022-9-19,2022-9-20,2022-9-20
REQ22SUB01803,MANDIRI,0000001704841325,CA4001563,L8931UY,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01804,MANDIRI,,,L8949UM,PT SIDOLUHUR MAS GROUP,,,2022-9-19,2022-9-19,
REQ22SUB01805,MANDIRI,0000001705487229,CA4001579,L9068UY,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-19,2022-9-20,2022-9-20
REQ22SUB01806,MANDIRI,0000001689753549,CA4001578,L9708UT,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-19,2022-9-20,2022-9-20
REQ22SUB01807,MANDIRI,0000001689261661,CA4001580,L9790UT,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-19,2022-9-20,2022-9-20
REQ22SUB01808,MANDIRI,0000001688594189,CA4001581,W9268PF,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-19,2022-9-20,2022-9-20
REQ22SUB01809,MANDIRI,0000001704467821,CA4001562,DP8180AB,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01810,MANDIRI,0000001704706221,CA4001561,B9589TEH,PT SIDOLUHUR MAS GROUP,2022-9-20,2024-9-20,2022-9-19,2022-9-19,2022-9-19
REQ22SUB01811,MANDIRI,0000001704711709,CA4001582,L8287UN,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01812,MANDIRI,0000001704596157,CA4001583,DK8437AX,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01813,MANDIRI,0000001686421565,CA4001584,B9615TEJ,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01814,MANDIRI,0000001687174333,CA4001585,B9613TEJ,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01815,MANDIRI,0000001705576397,CA4001589,S9550UP,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01816,MANDIRI,0000001687547773,CA4001586,L8633UW,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01817,MANDIRI,0000001687409933,CA4001587,L8427UX,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01818,MANDIRI,0000001704666797,CA4001588,L8190UY,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01819,MANDIRI,0000001705792413,CA4001591,B9911JS,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01820,MANDIRI,0000001706156125,CA4001590,B9467HJ,PT LUCKY JAYA TRANS,2022-9-20,2024-9-20,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01821,APTRINDO,0000001705794829,CA4001592,L9022UT,PT SURYA BUANA SENTOSA,2022-9-21,2024-9-21,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01822,MANDIRI,,CA4001631,N9448UQ,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01823,ORGANDA,,CA4001602,L9813UM,PT. ADIL SENTOSA ABADI,,,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01824,ORGANDA,,CA4001603,L9867UP,PT. ADIL SENTOSA ABADI,,,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01825,ORGANDA,,CA4001632,L9987UP,PT. ADIL SENTOSA ABADI,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01826,MANDIRI,0000001689757389,CA4001633,L8481UD,PT TRANS INDO SAKTI,2022-9-21,2024-9-21,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01827,MANDIRI,,CA4001630,L8861BX,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01828,MANDIRI,,CA4001629,B9527II,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01829,MANDIRI,,CA4001628,L9385CR,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01830,MANDIRI,,CA4001627,B9980MK,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01831,MANDIRI,,,L8434UC,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,
REQ22SUB01832,ORGANDA,,CA4001634,L8339UI,PT. SANTOSO TRANS SUKSES,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01833,ORGANDA,,CA4001636,L8248UI,PT. SANTOSO TRANS SUKSES,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01834,ORGANDA,,CA4001637,L8376UI,PT. SANTOSO TRANS SUKSES,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01835,ORGANDA,,CA4001639,L8106UI,PT. SANTOSO TRANS SUKSES,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01836,ORGANDA,,CA4001640,L8794US,PT. SANTOSO TRANS SUKSES,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01837,ORGANDA,,CA4001641,L9050UW,PT. SANTOSO TRANS SUKSES,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01838,MANDIRI,,,L8519UA,PT TRITUNGGAL LOGISTIK CEPAT,,,2022-9-20,2022-9-20,
REQ22SUB01839,ORGANDA,,CA4001642,L8182UI,PT. PUTRA GUNA JAYA MULIA,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01840,ORGANDA,,CA4001644,L9047UV,PT. PUTRA GUNA JAYA MULIA,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01841,MANDIRI,,CA4001626,B9725UIW,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01842,ORGANDA,,CA4001645,L9215US,PT. PUTRA GUNA JAYA MULIA,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01843,ORGANDA,,CA4001646,L9314US,PT. PUTRA GUNA JAYA MULIA,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01844,ORGANDA,,CA4001598,L9317UV,PT. PUTRA GUNA JAYA MULIA,,,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01845,MANDIRI,,,B9724UIW,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,
REQ22SUB01846,MANDIRI,,CA4001625,L8146UW,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01847,MANDIRI,,CA4001658,L8779US,PT. ARMADA BERKAT ANUGERAH,,,2022-9-20,2022-9-21,2022-9-21
REQ22SUB01848,MANDIRI,0000001705921341,CA4001635,L9589UW,PT INDOTRANS MANDIRI,2022-9-22,2024-9-22,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01849,MANDIRI,,CA4001599,N8377UQ,PT MULTI BERKAH MANDIRI,,,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01850,MANDIRI,,CA4001604,B9069UU,PT SURYA PERMATA TRANSINDO,,,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01851,APTRINDO,0000001689787229,CA4001597,L9547UQ,PT SURYA BUANA SENTOSA,2022-9-21,2024-9-21,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01852,APTRINDO,0000001689910205,CA4001596,L9969UC,PT SURYA BUANA SENTOSA,2022-9-21,2024-9-21,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01853,APTRINDO,,CA4001643,L8921UL,PT MEGA SAMUDRA TAMA,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01854,APTRINDO,,CA4001681,L8340UL,PT MEGA SAMUDRA TAMA,,,2022-9-20,2022-9-21,2022-9-21
REQ22SUB01855,MANDIRI,,CA4001624,W8065UP,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01856,MANDIRI,,CA4001623,L8225UE,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01857,MANDIRI,,CA4001622,L8506UN,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-21
REQ22SUB01858,MANDIRI,,CA4001620,L8588UZ,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01859,MANDIRI,0000001689530621,CA4001621,B9752SU,HAMZAH GLOBAL TRANS,2022-9-22,2024-9-22,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01860,MANDIRI,,CA4001619,W8453UP,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01861,MANDIRI,0000001689438909,CA4001618,B9496AK,HAMZAH GLOBAL TRANS,2022-9-22,2024-9-22,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01862,MANDIRI,0000001689476605,CA4001617,L8266UU,HAMZAH GLOBAL TRANS,2022-9-22,2024-9-22,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01863,MANDIRI,,CA4001616,W8890UP,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01864,MANDIRI,0000001689056157,CA4001615,L9622UU,HAMZAH GLOBAL TRANS,2022-9-22,2024-9-22,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01865,MANDIRI,,CA4001614,W9663U,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01866,MANDIRI,0000001688035341,CA4001611,B9102RP,HAMZAH GLOBAL TRANS,2022-9-22,2024-9-22,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01867,MANDIRI,0000001688393197,CA4001610,L8117UR,HAMZAH GLOBAL TRANS,2022-9-22,2024-9-22,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01868,MANDIRI,0000001688506221,CA4001609,L8186UU,HAMZAH GLOBAL TRANS,2022-9-22,2024-9-22,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01869,MANDIRI,0000001688641549,CA4001608,L9371UC,HAMZAH GLOBAL TRANS,2022-9-22,2024-9-22,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01870,MANDIRI,0000001705686829,CA4001607,L9554UO,HAMZAH GLOBAL TRANS,2022-9-22,2024-9-22,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01871,MANDIRI,,CA4001613,S7880UP,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01872,MANDIRI,0000001705307325,CA4001606,BK8086PI,HAMZAH GLOBAL TRANS,2022-9-22,2024-9-22,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01873,MANDIRI,0000001706156221,CA4001605,L9158UZ,HAMZAH GLOBAL TRANS,2022-9-22,2024-9-22,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01874,MANDIRI,,CA4001612,L8201UI,PT SIDOLUHUR MAS GROUP,,,2022-9-20,2022-9-20,2022-9-20
REQ22SUB01875,MANDIRI,,CA4001680,L9791UN,PT AMAN SAMUDERA LINES,,,2022-9-21,2022-9-21,2022-9-21
REQ22SUB01876,MANDIRI,,CA4001677,L9946UQ,PT AMAN SAMUDERA LINES,,,2022-9-21,2022-9-21,2022-9-21
REQ22SUB01877,MANDIRI,0000001705265133,CA4001675,L8456UD,PT TRANS INDO SAKTI,2022-9-21,2024-9-21,2022-9-21,2022-9-21,2022-9-21
REQ22SUB01878,MANDIRI,,CA4001676,N8790UW,PT AMAN SAMUDERA LINES,,,2022-9-21,2022-9-21,2022-9-21
REQ22SUB01879,MANDIRI,,CA4001703,L8091MJ,PT SIDOLUHUR MAS GROUP,,,2022-9-21,2022-9-21,2022-9-22
REQ22SUB01880,MANDIRI,,CA4001702,L8191UI,PT SIDOLUHUR MAS GROUP,,,2022-9-21,2022-9-21,2022-9-22
REQ22SUB01881,MANDIRI,0000001688316061,CA4001682,L9283US,PT. SUMBER REJEKI PUTRA,2022-9-22,2024-9-22,2022-9-21,2022-9-21,2022-9-21
REQ22SUB01882,MANDIRI,,CA4001683,L8937UJ,PT. ARMADA BERKAT ANUGERAH,,,2022-9-21,2022-9-21,2022-9-21
REQ22SUB01883,MANDIRI,0000001688310861,CA4001684,L9826BW,PT. SUMBER REJEKI PUTRA,2022-9-22,2024-9-22,2022-9-21,2022-9-21,2022-9-21
REQ22SUB01884,MANDIRI,,CA4001701,B9732EB,PT SIDOLUHUR MAS GROUP,,,2022-9-21,2022-9-21,2022-9-22
REQ22SUB01886,MANDIRI,,CA4001795,L9379UM,PT. DJASA BAHARI,,,2022-9-21,2022-9-21,2022-9-23
REQ22SUB01887,ORGANDA,,,11207336.C,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,11207337.C,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,11207338.C,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,11207334.C,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,11207335.C,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,16305974.A,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,16305976.A,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,16305975.A,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,12611246.B,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,12611245.B,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,12611244.B,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,00210828.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,00210826.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,00210825.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,00210829.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,00210827.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,02330179.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,02330182.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,02330180.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,02330181.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,02330178.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,13758274.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,13758278.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
REQ22SUB01887,ORGANDA,,,13758276.E,PT. LINTAS NIAGA JAYA,,,2022-9-21,2022-9-21,
